x,y_1,y_2,y_3
0.2,1.2,1.2,1.2
0.4,1.4,1.4,1.405
0.6,1.6,1.62583333333333,1.645
0.8,1.82,1.9385,1.92516666666667
1,2.08,2.36138129665799,2.25109921875
