x,y_1,y_2,y_3
0.2,1.205,1.2,1.2
0.4,1.44633745659722,1.42601236979167,1.4
0.6,1.73600598660542,1.74432762600052,1.62
0.8,2.08368853890912,2.19942366004955,1.88152831814236
1,2.501004512128,2.8681610546252,2.19669587468346
