x,y_1,y_2,y_3
0,1,1,1
0.0002000400080016,1.000200040008,1.000400080016,1.000200040008
0.000400080016003201,1.000400080016,1.00080016003201,1.000400080016
0.000600120024004801,1.000600120024,1.00120024004801,1.000600120024
0.000800160032006401,1.00080016003201,1.00160032006401,1.00080016003201
0.001000200040008,1.00100020004001,1.00200040008002,1.00100020004001
0.0012002400480096,1.00120024004801,1.00240048009602,1.00120024004801
0.0014002800560112,1.00140028005601,1.00280056011202,1.00140028005601
0.0016003200640128,1.00160032006401,1.00320064012803,1.00160032006401
0.0018003600720144,1.00180036007201,1.00360072014403,1.00180036007201
0.002000400080016,1.00200040008002,1.00400080016003,1.00200040008002
0.0022004400880176,1.00220044008802,1.00440088017604,1.00220044008802
0.0024004800960192,1.00240048009602,1.00480096019204,1.00240048009602
0.0026005201040208,1.00260052010402,1.00520104020804,1.00260052010402
0.0028005601120224,1.00280056011202,1.00560112022404,1.00280056011202
0.003000600120024,1.00300060012002,1.00600120024005,1.00300060012002
0.00320064012802561,1.00320064012803,1.00640128025605,1.00320064012803
0.00340068013602721,1.00340068013603,1.00680136027205,1.00340068013603
0.00360072014402881,1.00360072014403,1.00720144028806,1.00360072014403
0.00380076015203041,1.00380076015203,1.00760152030406,1.00380076015203
0.00400080016003201,1.00400080016003,1.00800160032006,1.00400080016003
0.00420084016803361,1.00420084016803,1.00840168033607,1.00420084016803
0.00440088017603521,1.00440088017604,1.00880176035207,1.00440088017604
0.00460092018403681,1.00460092018404,1.00920184036807,1.00460092018404
0.00480096019203841,1.00480096019204,1.00960192038408,1.00480096019204
0.00500100020004001,1.00500100020004,1.01000200040008,1.00500100020004
0.00520104020804161,1.00520104020804,1.01040208041608,1.00520104020804
0.00540108021604321,1.00540108021604,1.01080216043209,1.00540108021604
0.00560112022404481,1.00560112022404,1.01120224044809,1.00560112022404
0.00580116023204641,1.00580116023205,1.01160232046409,1.00580116023205
0.00600120024004801,1.00600120024005,1.0120024004801,1.00600120024005
0.00620124024804961,1.00620124024805,1.0124024804961,1.00620124024805
0.00640128025605121,1.00640128025605,1.0128025605121,1.00640128025605
0.00660132026405281,1.00660132026405,1.01320264052811,1.00660132026405
0.00680136027205441,1.00680136027205,1.01360272054411,1.00680136027205
0.00700140028005601,1.00700140028006,1.01400280056011,1.00700140028006
0.00720144028805761,1.00720144028806,1.01440288057612,1.00720144028806
0.00740148029605921,1.00740148029606,1.01480296059212,1.00740148029606
0.00760152030406081,1.00760152030406,1.01520304060812,1.00760152030406
0.00780156031206241,1.00780156031206,1.01560312062412,1.00780156031206
0.00800160032006401,1.00800160032006,1.01600320064013,1.00800160032006
0.00820164032806561,1.00820164032807,1.01640328065613,1.00820164032807
0.00840168033606721,1.00840168033607,1.01680336067213,1.00840168033607
0.00860172034406881,1.00860172034407,1.01720344068814,1.00860172034407
0.00880176035207041,1.00880176035207,1.01760352070414,1.00880176035207
0.00900180036007201,1.00900180036007,1.01800360072014,1.00900180036007
0.00920184036807361,1.00920184036807,1.01840368073615,1.00920184036807
0.00940188037607522,1.00940188037608,1.01880376075215,1.00940188037608
0.00960192038407682,1.00960192038408,1.01920384076815,1.00960192038408
0.00980196039207842,1.00980196039208,1.01960392078416,1.00980196039208
0.01000200040008,1.01000200040008,1.02000400080016,1.01000200040008
0.0102020404080816,1.01020204040808,1.02040408081616,1.01020204040808
0.0104020804160832,1.01040208041608,1.02080416083217,1.01040208041608
0.0106021204240848,1.01060212042408,1.02120424084817,1.01060212042408
0.0108021604320864,1.01080216043209,1.02160432086417,1.01080216043209
0.011002200440088,1.01100220044009,1.02200440088018,1.01100220044009
0.0112022404480896,1.01120224044809,1.02240448089618,1.01120224044809
0.0114022804560912,1.01140228045609,1.02280456091218,1.01140228045609
0.0116023204640928,1.01160232046409,1.02320464092819,1.01160232046409
0.0118023604720944,1.01180236047209,1.02360472094419,1.01180236047209
0.012002400480096,1.0120024004801,1.02400480096019,1.0120024004801
0.0122024404880976,1.0122024404881,1.0244048809762,1.0122024404881
0.0124024804960992,1.0124024804961,1.0248049609922,1.0124024804961
0.0126025205041008,1.0126025205041,1.0252050410082,1.0126025205041
0.0128025605121024,1.0128025605121,1.0256051210242,1.0128025605121
0.013002600520104,1.0130026005201,1.02600520104021,1.0130026005201
0.0132026405281056,1.01320264052811,1.02640528105621,1.01320264052811
0.0134026805361072,1.01340268053611,1.02680536107221,1.01340268053611
0.0136027205441088,1.01360272054411,1.02720544108822,1.01360272054411
0.0138027605521104,1.01380276055211,1.02760552110422,1.01380276055211
0.014002800560112,1.01400280056011,1.02800560112022,1.01400280056011
0.0142028405681136,1.01420284056811,1.02840568113623,1.01420284056811
0.0144028805761152,1.01440288057612,1.02880576115223,1.01440288057612
0.0146029205841168,1.01460292058412,1.02920584116823,1.01460292058412
0.0148029605921184,1.01480296059212,1.02960592118424,1.01480296059212
0.01500300060012,1.01500300060012,1.03000600120024,1.01500300060012
0.0152030406081216,1.01520304060812,1.03040608121624,1.01520304060812
0.0154030806161232,1.01540308061612,1.03080616123225,1.01540308061612
0.0156031206241248,1.01560312062412,1.03120624124825,1.01560312062412
0.0158031606321264,1.01580316063213,1.03160632126425,1.01580316063213
0.016003200640128,1.01600320064013,1.03200640128026,1.01600320064013
0.0162032406481296,1.01620324064813,1.03240648129626,1.01620324064813
0.0164032806561312,1.01640328065613,1.03280656131226,1.01640328065613
0.0166033206641328,1.01660332066413,1.03320664132827,1.01660332066413
0.0168033606721344,1.01680336067213,1.03360672134427,1.01680336067213
