x,y_1,y_2,y_3
1,2.55465131224713,2.90351008875293,0.541838598999945
3.25,0.222869227533372,3.25744398982912,2.5196867826375
5.5,0.126014287027828,2.04510829944536,3.82887741352681
7.75,0.208301675410707,1.51817655274514,4.27352177184415
10,0.192420694510485,1.15898666717229,4.64859263831722
